Loan_ID,Customer,Date,Gender,Married,Dependents,Age,Education,Self_Employed,ApplicantIncome,CoapplicantIncome,LoanAmount,Loan_Amount_Term,Credit_History,Property_Area,Application_Number,Amount_Requested,Loan_Status
LP002175,C363,12/29/2022,Male,Yes,0,55,Graduate,No,4750,2333,130,360,1,Urban,LP002175,130,Y
LP002180,C365,12/31/2022,Male,No,0,55,Graduate,Yes,6822,0,141,360,1,Rural,LP002180,141,Y
LP002181,C366,1/1/2023,Male,No,0,55,Not Graduate,No,6216,0,133,360,1,Rural,LP002181,133,N
LP002187,C367,1/2/2023,Male,No,0,55,Graduate,No,2500,0,96,480,1,Semiurban,LP002187,96,N
LP002190,C369,1/4/2023,Male,Yes,1,55,Graduate,No,6325,0,175,360,1,Semiurban,LP002190,175,Y
LP002191,C370,1/5/2023,Male,Yes,0,55,Graduate,No,19730,5266,570,360,1,Rural,LP002191,570,N
LP002194,C371,1/6/2023,Female,No,0,55,Graduate,Yes,15759,0,55,360,1,Semiurban,LP002194,55,Y
LP002197,C372,1/7/2023,Male,Yes,2,55,Graduate,No,5185,0,155,360,1,Semiurban,LP002197,155,Y
LP002201,C373,1/8/2023,Male,Yes,2,55,Graduate,Yes,9323,7873,380,300,1,Rural,LP002201,380,Y
LP002205,C374,1/9/2023,Male,No,1,55,Graduate,No,3062,1987,111,180,0,Urban,LP002205,111,N
LP002211,C376,1/11/2023,Male,Yes,0,55,Graduate,No,4817,923,120,180,1,Urban,LP002211,120,Y
LP002219,C377,1/12/2023,Male,Yes,3,55,Graduate,No,8750,4996,130,360,1,Rural,LP002219,130,Y
LP002224,C379,1/14/2023,Male,No,0,55,Graduate,No,3069,0,71,480,1,Urban,LP002224,71,N
LP002225,C380,1/15/2023,Male,Yes,2,55,Graduate,No,5391,0,130,360,1,Urban,LP002225,130,Y
LP002229,C382,1/17/2023,Male,No,0,55,Graduate,No,5941,4232,296,360,1,Semiurban,LP002229,296,Y
LP002231,C383,1/18/2023,Female,No,0,55,Graduate,No,6000,0,156,360,1,Urban,LP002231,156,Y
LP002234,C384,1/19/2023,Male,No,0,28,Graduate,Yes,7167,0,128,360,1,Urban,LP002234,128,Y
LP002236,C385,1/20/2023,Male,Yes,2,28,Graduate,No,4566,0,100,360,1,Urban,LP002236,100,N
LP002239,C387,1/22/2023,Male,No,0,28,Not Graduate,No,2346,1600,132,360,1,Semiurban,LP002239,132,Y
LP002244,C389,1/24/2023,Male,Yes,0,28,Graduate,No,2333,2417,136,360,1,Urban,LP002244,136,Y
LP002250,C390,1/25/2023,Male,Yes,0,28,Graduate,No,5488,0,125,360,1,Rural,LP002250,125,Y
LP002255,C391,1/26/2023,Male,No,3,28,Graduate,No,9167,0,185,360,1,Rural,LP002255,185,Y
LP002262,C392,1/27/2023,Male,Yes,32,28,Graduate,No,9504,0,275,360,1,Rural,LP002262,275,Y
LP002265,C394,1/29/2023,Male,Yes,2,28,Not Graduate,No,1993,1625,113,180,1,Semiurban,LP002265,113,Y
LP002266,C395,1/30/2023,Male,Yes,2,28,Graduate,No,3100,1400,113,360,1,Urban,LP002266,113,Y
LP002277,C397,2/1/2023,Female,No,0,28,Graduate,No,3180,0,71,360,0,Urban,LP002277,71,N
LP002281,C398,2/2/2023,Male,Yes,0,28,Graduate,No,3033,1459,95,360,1,Urban,LP002281,95,Y
LP002284,C399,2/3/2023,Male,No,0,28,Not Graduate,No,3902,1666,109,360,1,Rural,LP002284,109,Y
LP002287,C400,2/4/2023,Female,No,0,28,Graduate,No,1500,1800,103,360,0,Semiurban,LP002287,103,N
LP002288,C401,2/5/2023,Male,Yes,2,28,Not Graduate,No,2889,0,45,180,0,Urban,LP002288,45,N
LP002296,C402,2/6/2023,Male,No,0,28,Not Graduate,No,2755,0,65,300,1,Rural,LP002296,65,N
LP002297,C403,2/7/2023,Male,No,0,28,Graduate,No,2500,20000,103,360,1,Semiurban,LP002297,103,Y
LP002300,C404,2/8/2023,Female,No,0,28,Not Graduate,No,1963,0,53,360,1,Semiurban,LP002300,53,Y
LP002301,C405,2/9/2023,Female,No,0,28,Graduate,Yes,7441,0,194,360,1,Rural,LP002301,194,N
LP002305,C406,2/10/2023,Female,No,0,28,Graduate,No,4547,0,115,360,1,Semiurban,LP002305,115,Y
LP002308,C407,2/11/2023,Male,Yes,0,28,Not Graduate,No,2167,2400,115,360,1,Urban,LP002308,115,Y
LP002314,C408,2/12/2023,Female,No,0,28,Not Graduate,No,2213,0,66,360,1,Rural,LP002314,66,Y
LP002315,C409,2/13/2023,Male,Yes,1,28,Graduate,No,8300,0,152,300,0,Semiurban,LP002315,152,N
LP002317,C410,2/14/2023,Male,Yes,18,28,Graduate,No,81000,0,360,360,0,Rural,LP002317,360,N
LP002318,C411,2/15/2023,Female,No,1,28,Not Graduate,Yes,3867,0,62,360,1,Semiurban,LP002318,62,N
LP002328,C413,2/17/2023,Male,Yes,0,28,Not Graduate,No,6096,0,218,360,0,Rural,LP002328,218,N
LP002332,C414,2/18/2023,Male,Yes,0,28,Not Graduate,No,2253,2033,110,360,1,Rural,LP002332,110,Y
LP002335,C415,2/19/2023,Female,Yes,0,28,Not Graduate,No,2149,3237,178,360,0,Semiurban,LP002335,178,N
LP002337,C416,2/20/2023,Female,No,0,28,Graduate,No,2995,0,60,360,1,Urban,LP002337,60,Y
LP002341,C417,2/21/2023,Female,No,1,28,Graduate,No,2600,0,160,360,1,Urban,LP002341,160,N
LP002342,C418,2/22/2023,Male,Yes,2,28,Graduate,Yes,1600,20000,239,360,1,Urban,LP002342,239,N
LP002345,C419,2/23/2023,Male,Yes,0,28,Graduate,No,1025,2773,112,360,1,Rural,LP002345,112,Y
LP002347,C420,2/24/2023,Male,Yes,0,28,Graduate,No,3246,1417,138,360,1,Semiurban,LP002347,138,Y
LP002348,C421,2/25/2023,Male,Yes,0,28,Graduate,No,5829,0,138,360,1,Rural,LP002348,138,Y
LP002361,C423,2/27/2023,Male,Yes,0,28,Graduate,No,1820,1719,100,360,1,Urban,LP002361,100,Y
LP002364,C425,8/18/2023,Male,Yes,0,28,Graduate,No,14880,0,96,360,1,Semiurban,LP002364,96,Y
LP002366,C426,8/18/2023,Male,Yes,0,28,Graduate,No,2666,4300,121,360,1,Rural,LP002366,121,Y
LP002367,C427,8/18/2023,Female,No,1,28,Not Graduate,No,4606,0,81,360,1,Rural,LP002367,81,N
LP002368,C428,3/4/2023,Male,Yes,2,28,Graduate,No,5935,0,133,360,1,Semiurban,LP002368,133,Y
LP002369,C429,3/5/2023,Male,Yes,0,28,Graduate,No,2920,16.12000084,87,360,1,Rural,LP002369,87,Y
LP002370,C430,3/6/2023,Male,No,0,28,Not Graduate,No,2717,0,60,180,1,Urban,LP002370,60,Y
LP002377,C431,3/7/2023,Female,No,1,28,Graduate,Yes,8624,0,150,360,1,Semiurban,LP002377,150,Y
LP002379,C432,3/8/2023,Male,No,0,28,Graduate,No,6500,0,105,360,0,Rural,LP002379,105,N
LP002387,C434,3/10/2023,Male,Yes,0,28,Graduate,No,2425,2340,143,360,1,Semiurban,LP002387,143,Y
LP002390,C435,3/11/2023,Male,No,0,28,Graduate,No,3750,0,100,360,1,Urban,LP002390,100,Y
LP002398,C437,3/13/2023,Male,No,0,28,Graduate,No,1926,1851,50,360,1,Semiurban,LP002398,50,Y
LP002403,C439,3/15/2023,Male,No,0,28,Graduate,Yes,10416,0,187,360,0,Urban,LP002403,187,N
LP002407,C440,3/16/2023,Female,Yes,0,28,Not Graduate,Yes,7142,0,138,360,1,Rural,LP002407,138,Y
LP002408,C441,3/17/2023,Male,No,0,28,Graduate,No,3660,5064,187,360,1,Semiurban,LP002408,187,Y
LP002409,C442,3/18/2023,Male,Yes,0,28,Graduate,No,7901,1833,180,360,1,Rural,LP002409,180,Y
LP002418,C443,3/19/2023,Male,No,12,28,Not Graduate,No,4707,1993,148,360,1,Semiurban,LP002418,148,Y
LP002422,C444,3/20/2023,Male,No,1,28,Graduate,No,37719,0,152,360,1,Semiurban,LP002422,152,Y
LP002429,C446,3/22/2023,Male,Yes,1,28,Graduate,Yes,3466,1210,130,360,1,Rural,LP002429,130,Y
LP002434,C447,3/23/2023,Male,Yes,2,28,Not Graduate,No,4652,0,110,360,1,Rural,LP002434,110,Y
LP002443,C449,3/25/2023,Male,Yes,2,28,Graduate,No,3340,1710,150,360,0,Rural,LP002443,150,N
LP002446,C451,3/27/2023,Male,Yes,2,28,Not Graduate,No,2309,1255,125,360,0,Rural,LP002446,125,N
LP002448,C453,3/29/2023,Male,Yes,0,28,Graduate,No,3948,1733,149,360,0,Rural,LP002448,149,N
LP002449,C454,3/30/2023,Male,Yes,0,28,Graduate,No,2483,2466,90,180,0,Rural,LP002449,90,Y
LP002453,C455,3/31/2023,Male,No,0,28,Graduate,Yes,7085,0,84,360,1,Semiurban,LP002453,84,Y
LP002455,C456,4/1/2023,Male,Yes,2,28,Graduate,No,3859,0,96,360,1,Semiurban,LP002455,96,Y
LP002459,C457,4/2/2023,Male,Yes,0,28,Graduate,No,4301,0,118,360,1,Urban,LP002459,118,Y
LP002467,C458,4/3/2023,Male,Yes,0,110,Graduate,No,3708,2569,173,360,1,Urban,LP002467,173,N
LP002472,C459,4/4/2023,Male,No,2,115,Graduate,No,4354,0,136,360,1,Rural,LP002472,136,Y
LP002473,C460,4/5/2023,Male,Yes,0,180,Graduate,No,8334,0,160,360,1,Semiurban,LP002473,160,N
LP002484,C462,4/7/2023,Male,Yes,4,23,Graduate,No,7740,0,128,180,1,Urban,LP002484,128,Y
LP002487,C463,4/8/2023,Male,Yes,0,23,Graduate,No,3015,2188,153,360,1,Rural,LP002487,153,Y
LP002493,C465,4/10/2023,Male,No,0,23,Graduate,No,4166,0,98,360,0,Semiurban,LP002493,98,N
LP002494,C466,4/11/2023,Male,No,0,23,Graduate,No,6000,0,140,360,1,Rural,LP002494,140,Y
LP002500,C467,4/12/2023,Male,Yes,4,23,Not Graduate,No,2947,1664,70,180,0,Urban,LP002500,70,N
LP002505,C470,4/15/2023,Male,Yes,0,23,Graduate,No,4333,2451,110,360,1,Urban,LP002505,110,N
LP002515,C471,4/16/2023,Male,Yes,1,23,Graduate,Yes,3450,2079,162,360,1,Semiurban,LP002515,162,Y
LP002517,C472,4/17/2023,Male,Yes,1,23,Not Graduate,No,2653,1500,113,180,0,Rural,LP002517,113,N
LP002519,C473,4/18/2023,Male,Yes,4,23,Graduate,No,4691,0,100,360,1,Semiurban,LP002519,100,Y
LP002524,C475,4/20/2023,Male,No,2,23,Graduate,No,5532,4648,162,360,1,Rural,LP002524,162,Y
LP002527,C476,4/21/2023,Male,Yes,2,23,Graduate,Yes,16525,1014,150,360,1,Rural,LP002527,150,Y
LP002529,C477,4/22/2023,Male,Yes,2,23,Graduate,No,6700,1750,230,300,1,Semiurban,LP002529,230,Y
LP002531,C479,4/24/2023,Male,Yes,1,23,Graduate,Yes,16667,2250,86,360,1,Semiurban,LP002531,86,Y
LP002534,C481,4/26/2023,Female,No,0,23,Not Graduate,No,4350,0,154,360,1,Rural,LP002534,154,Y
LP002536,C482,4/27/2023,Male,Yes,4,23,Not Graduate,No,3095,0,113,360,1,Rural,LP002536,113,Y
LP002537,C483,4/28/2023,Male,Yes,0,23,Graduate,No,2083,3150,128,360,1,Semiurban,LP002537,128,Y
LP002541,C484,4/29/2023,Male,Yes,0,23,Graduate,No,10833,0,234,360,1,Semiurban,LP002541,234,Y
LP002543,C485,4/30/2023,Male,Yes,2,23,Graduate,No,8333,0,246,360,1,Semiurban,LP002543,246,Y
LP002544,C486,5/1/2023,Male,Yes,1,23,Not Graduate,No,1958,2436,131,360,1,Rural,LP002544,131,Y
LP002545,C487,5/2/2023,Male,No,2,23,Graduate,No,3547,0,80,360,0,Rural,LP002545,80,N
LP002547,C488,5/3/2023,Male,Yes,1,23,Graduate,No,18333,0,500,360,1,Urban,LP002547,500,N
LP002555,C489,5/4/2023,Male,Yes,2,23,Graduate,Yes,4583,2083,160,360,1,Semiurban,LP002555,160,Y
LP002556,C490,5/5/2023,Male,No,0,23,Graduate,No,2435,0,75,360,1,Urban,LP002556,75,N
LP002571,C493,5/8/2023,Male,No,0,23,Not Graduate,No,3691,0,110,360,1,Rural,LP002571,110,Y
LP002582,C494,5/9/2023,Female,No,0,23,Not Graduate,Yes,17263,0,225,360,1,Semiurban,LP002582,225,Y
LP002585,C495,5/10/2023,Male,Yes,0,23,Graduate,No,3597,2157,119,360,0,Rural,LP002585,119,N
LP002586,C496,5/11/2023,Female,Yes,1,23,Graduate,No,3326,913,105,84,1,Semiurban,LP002586,105,Y
LP002587,C497,5/12/2023,Male,Yes,0,23,Not Graduate,No,2600,1700,107,360,1,Rural,LP002587,107,Y
LP002600,C499,8/16/2023,Male,Yes,1,23,Graduate,Yes,2895,0,95,360,1,Semiurban,LP002600,95,Y
LP002602,C500,8/16/2023,Male,No,0,23,Graduate,No,6283,4416,209,360,0,Rural,LP002602,209,N
LP002603,C501,8/16/2023,Female,No,0,23,Graduate,No,645,3683,113,480,1,Rural,LP002603,113,Y
LP002606,C502,8/16/2023,Female,No,0,23,Graduate,No,3159,0,100,360,1,Semiurban,LP002606,100,Y
LP002615,C503,5/18/2023,Male,Yes,2,23,Graduate,No,4865,5624,208,360,1,Semiurban,LP002615,208,Y
LP002619,C505,5/20/2023,Male,Yes,0,23,Not Graduate,No,3814,1483,124,300,1,Semiurban,LP002619,124,Y
LP002622,C506,8/17/2023,Male,Yes,2,23,Graduate,No,3510,4416,243,360,1,Rural,LP002622,243,Y
LP002626,C509,5/24/2023,Male,Yes,0,23,Graduate,Yes,2479,3013,188,360,1,Urban,LP002626,188,Y
LP002634,C510,5/25/2023,Female,No,1,23,Graduate,No,13262,0,40,360,1,Urban,LP002634,40,Y
LP002637,C511,5/26/2023,Male,No,0,23,Not Graduate,No,3598,1287,100,360,1,Rural,LP002637,100,N
LP002640,C512,5/27/2023,Male,Yes,1,23,Graduate,No,6065,2004,250,360,1,Semiurban,LP002640,250,Y
LP002643,C513,5/28/2023,Male,Yes,2,23,Graduate,No,3283,2035,148,360,1,Urban,LP002643,148,Y
LP002648,C514,8/16/2023,Male,Yes,0,23,Graduate,No,2130,6666,70,180,1,Semiurban,LP002648,70,N
LP002652,C515,8/17/2023,Male,No,0,23,Graduate,No,5815,3666,311,360,1,Rural,LP002652,311,N
LP002659,C516,8/18/2023,Male,Yes,4,23,Graduate,No,3466,3428,150,360,1,Rural,LP002659,150,Y
LP002670,C517,8/19/2023,Female,Yes,2,23,Graduate,No,2031,1632,113,480,1,Semiurban,LP002670,113,Y
LP002683,C519,8/21/2023,Male,No,0,23,Graduate,No,4683,1915,185,360,1,Semiurban,LP002683,185,N
LP002684,C520,8/22/2023,Female,No,0,23,Not Graduate,No,3400,0,95,360,1,Rural,LP002684,95,N
LP002689,C521,6/5/2023,Male,Yes,2,23,Not Graduate,No,2192,1742,45,360,1,Semiurban,LP002689,45,Y
LP002690,C522,6/6/2023,Male,No,0,23,Graduate,No,2500,0,55,360,1,Semiurban,LP002690,55,Y
LP002692,C523,6/7/2023,Male,Yes,4,41,Graduate,Yes,5677,1424,100,360,1,Rural,LP002692,100,Y
LP002693,C524,6/8/2023,Male,Yes,2,41,Graduate,Yes,7948,7166,480,360,1,Rural,LP002693,480,Y
LP002699,C526,6/10/2023,Male,Yes,2,41,Graduate,Yes,17500,0,400,360,1,Rural,LP002699,400,Y
LP002705,C527,6/11/2023,Male,Yes,0,41,Graduate,No,3775,0,110,360,1,Semiurban,LP002705,110,Y
LP002706,C528,6/12/2023,Male,Yes,1,41,Not Graduate,No,5285,1430,161,360,0,Semiurban,LP002706,161,Y
LP002714,C529,6/13/2023,Male,No,1,41,Not Graduate,No,2679,1302,94,360,1,Semiurban,LP002714,94,Y
LP002716,C530,6/14/2023,Male,No,0,41,Not Graduate,No,6783,0,130,360,1,Semiurban,LP002716,130,Y
LP002720,C532,6/16/2023,Male,Yes,4,41,Graduate,No,4281,0,100,360,1,Urban,LP002720,100,Y
LP002723,C533,6/17/2023,Male,No,2,41,Graduate,No,3588,0,110,360,0,Rural,LP002723,110,N
LP002731,C535,6/19/2023,Female,No,0,41,Not Graduate,Yes,18165,0,125,360,1,Urban,LP002731,125,Y
LP002734,C537,6/21/2023,Male,Yes,0,41,Graduate,No,6133,3906,324,360,1,Urban,LP002734,324,Y
LP002738,C538,6/22/2023,Male,No,2,41,Graduate,No,3617,0,107,360,1,Semiurban,LP002738,107,Y
LP002739,C539,6/23/2023,Male,Yes,0,41,Not Graduate,No,2917,536,66,360,1,Rural,LP002739,66,N
LP002740,C540,6/24/2023,Male,Yes,4,41,Graduate,No,6417,0,157,180,1,Rural,LP002740,157,Y
LP002741,C541,6/25/2023,Female,Yes,1,41,Graduate,No,4608,2845,140,180,1,Semiurban,LP002741,140,Y
LP002743,C542,6/26/2023,Female,No,0,41,Graduate,No,2138,0,99,360,0,Semiurban,LP002743,99,N
LP002755,C544,6/28/2023,Male,Yes,1,41,Not Graduate,No,2239,2524,128,360,1,Urban,LP002755,128,Y
LP002767,C546,6/30/2023,Male,Yes,0,41,Graduate,No,2768,1950,155,360,1,Rural,LP002767,155,Y
LP002768,C547,7/1/2023,Male,No,0,41,Not Graduate,No,3358,0,80,36,1,Semiurban,LP002768,80,N
LP002772,C548,7/2/2023,Male,No,0,41,Graduate,No,2526,1783,145,360,1,Rural,LP002772,145,Y
LP002776,C549,7/3/2023,Female,No,0,41,Graduate,No,5000,0,103,360,0,Semiurban,LP002776,103,N
LP002777,C550,7/4/2023,Male,Yes,0,41,Graduate,No,2785,2016,110,360,1,Rural,LP002777,110,Y
LP002785,C553,7/7/2023,Male,Yes,1,41,Graduate,No,3333,3250,158,360,1,Urban,LP002785,158,Y
LP002788,C554,7/8/2023,Male,Yes,0,41,Not Graduate,No,2454,2333,181,360,0,Urban,LP002788,181,N
LP002789,C555,7/9/2023,Male,Yes,0,41,Graduate,No,3593,4266,132,180,0,Rural,LP002789,132,N
LP002792,C556,7/10/2023,Male,Yes,1,41,Graduate,No,5468,1032,26,360,1,Semiurban,LP002792,26,Y
LP002795,C558,7/12/2023,Male,Yes,4,41,Graduate,Yes,10139,0,260,360,1,Semiurban,LP002795,260,Y
LP002798,C559,7/13/2023,Male,Yes,0,41,Graduate,No,3887,2669,162,360,1,Semiurban,LP002798,162,Y
LP002804,C560,7/14/2023,Female,Yes,0,41,Graduate,No,4180,2306,182,360,1,Semiurban,LP002804,182,Y
LP002807,C561,8/16/2023,Male,Yes,2,41,Not Graduate,No,3675,242,108,360,1,Semiurban,LP002807,108,Y
LP002813,C562,8/17/2023,Female,Yes,1,41,Graduate,Yes,19484,0,600,360,1,Semiurban,LP002813,600,Y
LP002820,C563,8/18/2023,Male,Yes,0,41,Graduate,No,5923,2054,211,360,1,Rural,LP002820,211,Y
LP002821,C564,8/19/2023,Male,No,0,41,Not Graduate,Yes,5800,0,132,360,1,Semiurban,LP002821,132,Y
LP002832,C565,8/20/2023,Male,Yes,2,41,Graduate,No,8799,0,258,360,0,Urban,LP002832,258,N
LP002836,C567,8/22/2023,Male,No,0,41,Graduate,No,3333,0,70,360,1,Urban,LP002836,70,Y
LP002837,C568,7/22/2023,Male,Yes,4,41,Graduate,No,3400,2500,123,360,0,Rural,LP002837,123,N
LP002840,C569,7/23/2023,Female,No,0,41,Graduate,No,2378,0,9,360,1,Urban,LP002840,9,N
LP002841,C570,7/24/2023,Male,Yes,0,41,Graduate,No,3166,2064,104,360,0,Urban,LP002841,104,N
LP002842,C571,7/25/2023,Male,Yes,1,41,Graduate,No,3417,1750,186,360,1,Urban,LP002842,186,Y
LP002855,C573,7/27/2023,Male,Yes,2,41,Graduate,No,16666,0,275,360,1,Urban,LP002855,275,Y
LP002862,C574,7/28/2023,Male,Yes,2,41,Not Graduate,No,6125,1625,187,480,1,Semiurban,LP002862,187,N
LP002863,C575,7/29/2023,Male,Yes,4,41,Graduate,No,6406,0,150,360,1,Semiurban,LP002863,150,N
LP002868,C576,7/30/2023,Male,Yes,2,41,Graduate,No,3159,461,108,84,1,Urban,LP002868,108,Y
LP002874,C578,8/1/2023,Male,No,0,41,Graduate,No,3229,2739,110,360,1,Urban,LP002874,110,Y
LP002877,C579,8/2/2023,Male,Yes,1,41,Graduate,No,1782,2232,107,360,1,Rural,LP002877,107,Y
LP002892,C581,8/4/2023,Male,Yes,2,41,Graduate,No,6540,0,205,360,1,Semiurban,LP002892,205,Y
LP002893,C582,8/5/2023,Male,No,0,41,Graduate,No,1836,33837,90,360,1,Urban,LP002893,90,N
LP002894,C583,8/6/2023,Female,Yes,0,41,Graduate,No,3166,0,36,360,1,Semiurban,LP002894,36,Y
LP002911,C585,8/8/2023,Male,Yes,1,41,Graduate,No,2787,1917,146,360,0,Rural,LP002911,146,N
LP002912,C586,8/9/2023,Male,Yes,1,41,Graduate,No,4283,3000,172,84,1,Rural,LP002912,172,N
LP002916,C587,8/10/2023,Male,Yes,0,41,Graduate,No,2297,1522,104,360,1,Urban,LP002916,104,Y
LP002917,C588,8/11/2023,Female,No,0,41,Not Graduate,No,2165,0,70,360,1,Semiurban,LP002917,70,Y
LP002926,C590,8/13/2023,Male,Yes,2,41,Graduate,Yes,2726,0,106,360,0,Semiurban,LP002926,106,N
LP002928,C591,8/14/2023,Male,Yes,0,41,Graduate,No,3000,3416,56,180,1,Semiurban,LP002928,56,Y
LP002931,C592,8/15/2023,Male,Yes,2,41,Graduate,Yes,6000,0,205,240,1,Semiurban,LP002931,205,N
LP002936,C594,8/17/2023,Male,Yes,0,41,Graduate,No,3859,3300,142,180,1,Rural,LP002936,142,Y
LP002938,C595,8/18/2023,Male,Yes,0,41,Graduate,Yes,16120,0,260,360,1,Urban,LP002938,260,Y
LP002940,C596,8/19/2023,Male,No,0,41,Not Graduate,No,3833,0,110,360,1,Rural,LP002940,110,Y
LP002941,C597,8/20/2023,Male,Yes,2,41,Not Graduate,Yes,6383,1000,187,360,1,Rural,LP002941,187,N
LP002945,C599,8/22/2023,Male,Yes,0,41,Graduate,Yes,9963,0,180,360,1,Rural,LP002945,180,Y
LP002948,C600,8/16/2023,Male,Yes,2,41,Graduate,No,5780,0,192,360,1,Urban,LP002948,192,Y
LP002953,C603,8/19/2023,Male,Yes,5,41,Graduate,No,5703,0,128,360,1,Urban,LP002953,128,Y
LP002958,C604,8/20/2023,Male,No,0,41,Graduate,No,3676,4301,172,360,1,Rural,LP002958,172,Y
LP002959,C605,8/21/2023,Female,Yes,1,41,Graduate,No,12000,0,496,360,1,Semiurban,LP002959,496,Y
LP002961,C607,8/16/2023,Male,Yes,1,41,Graduate,No,3400,2500,173,360,1,Semiurban,LP002961,173,Y
LP002964,C608,8/17/2023,Male,Yes,2,41,Not Graduate,No,3987,1411,157,360,1,Rural,LP002964,157,Y
LP002974,C609,8/18/2023,Male,Yes,0,41,Graduate,No,3232,1950,108,360,1,Rural,LP002974,108,Y
LP002978,C610,8/19/2023,Female,No,0,41,Graduate,No,2900,0,71,360,1,Rural,LP002978,71,Y
LP002979,C611,8/20/2023,Male,Yes,5,41,Graduate,No,4106,0,40,180,1,Rural,LP002979,40,Y
LP002983,C612,8/21/2023,Male,Yes,1,41,Graduate,No,8072,240,253,360,1,Urban,LP002983,253,Y
LP002984,C613,8/22/2023,Male,Yes,2,41,Graduate,No,7583,0,187,360,1,Urban,LP002984,187,Y
LP002990,C614,9/6/2023,Female,No,0,41,Graduate,Yes,4583,0,133,360,0,Semiurban,LP002990,133,N
,,,,,,,,,,,,,,,,,
,,,,,Mean,5338,,,Mean,143,,,,,,,
,,,,,Median,3842,,,Median,128,,,,,,,
,,,,,Count,396,,,Count,396,,,,,,,
,,,,,Min: ,150,,,Min: ,9,,,,,,,
,,,,,Max: ,81000,,,Max: ,600,,,,,,,
